Dialogue Act,Emitter,Text
Other,Shawnus,"which isn't such a huge issue, but is a little strange"
Other,ztime,might be web lag?
Other,ztime,do you have flatmates downloading lots of data???
Other,WoodnSheep,eating up the bandwidth?
Other,Shawnus,Thats what I'm thinking
Other,ztime,damn internet sharing *shakes fist*
Other,WoodnSheep,damn...
Other,ztime,"nope, they are watching dvds downstiars to avoid said internet problem"
Other,WoodnSheep,how very nice of them...
Offer,ztime,er sheep for clay attempt 2?
"Refusal, Other",Shawnus,no sorry.. you just stole my sheep
Other,WoodnSheep,hahaha
Other,ztime,ahh my semi appologies
Other,WoodnSheep,haha
Offer,Shawnus,"shawnus, any clay for me?"
Counteroffer,WoodnSheep,For anything but sheep?
Counteroffer,Shawnus,wheat?
Accept,ztime,sure
Other,Shawnus,how's that pizza?
Other,WoodnSheep,it was a good concept...
Other,WoodnSheep,now I really want pizza...
Other,WoodnSheep,or some good dice rolls
Other,ztime,preferbly dice rolls
Other,Shawnus,"look into my eyes, not around the eyes, not around the eyes.. you're under.."
Other,ztime,hahaha
Other,Shawnus,you will give me all your resources..
Other,WoodnSheep,oh i fully expect people to take my resources so I have to spend them quick!
Other,ztime,If only I had some to spend! If only I had some to spend!
Other,Shawnus,this is weird.. I have material but can't buy
Other,ztime,have to move robber first?
Other,ztime,oh.. 7
Other,Shawnus,thanks
Other,ztime,np :)
Other,WoodnSheep,:-)
Other,ztime,:(
Other,Shawnus,thanks
Other,WoodnSheep,thought with your lag you wouldnt notice for two turns :D
Other,WoodnSheep,ha
Other,Shawnus,Its not that bad
Offer,ztime,anyone want to trade sheep for wheat?
Other,WoodnSheep,you giving wheat?
Refusal,Shawnus,my resources all got stolen...
Offer,ztime,need wheat
Accept,WoodnSheep,ok I can give 1 wheat
Other,ztime,my wheat might I point out :p my wheat might I point out :p
Other,ztime,my sheep!
Other,ztime,:-)
Other,Shawnus,haha
Other,ztime,4th robber move?
Other,WoodnSheep,lucky 7s
Offer,ztime,"Sooo, anyone want sheep?"
"Refusal, Other",WoodnSheep,no thanks
Offer,ztime,I'm open to suggestions as to what for
Counteroffer,Shawnus,sheep
Other,Shawnus,oh my...my poor sheep. Should be called WolfnSheep
Other,WoodnSheep,haha
Other,Shawnus,haha
"Refusal, Other",ztime,dont want it... it's dirty now
Offer,WoodnSheep,anyone have ore? I'm giving away a sheep
Other,WoodnSheep,ha
Other,ztime,nothing short of a miracle will result in me owning ore
Other,WoodnSheep,I'll nick something then...
Other,ztime,or anything by the looks of this robber
Other,ztime,7 again...
Other,WoodnSheep,what's happened to randomness
Other,WoodnSheep,ha
Other,WoodnSheep,technically it is the most likely number I guess
Other,Shawnus,grrrr
Other,WoodnSheep,:D
Other,Shawnus,I am hemouraging resources here!
Other,ztime,oh..this is the dirty one..
Offer,Shawnus,anyone want wheat? I'm after clay.. or wood
"Accept, Other",Shawnus,"ok, after you move the dude"
Counteroffer,ztime,clay for wheat clay for wheat
Other,Shawnus,7... damn. thanks
Other,WoodnSheep,hahahaha
Other,Shawnus,one of these days someone other than me will get stolen from
Other,ztime,sitting on my pown at the table laughing my arse off
Offer,Shawnus,anyone (Shawnus) want wheat?
Accept,Shawnus,yes
Counteroffer,ztime,for clay?
Accept,Shawnus,yep
Accept,WoodnSheep,k
Other,Shawnus,"the good news is I now have no resources, and therefore no need to steel from me :D"
Other,Shawnus,you are safe...for now...mwahahahaha
Other,ztime,going to corner the clay market? ;)
Other,Shawnus,always useful....
Offer,ztime,anyone need wood?
"Refusal, Other",WoodnSheep,no sorry
"Refusal, Other",Shawnus,no sorry
Offer,Shawnus,Wolfie?
Other,WoodnSheep,ok ok
Other,Shawnus,friend of mine has an incredibly beautiful dog called wolfie
Other,ztime,Is it a wolf?
Other,WoodnSheep,7 ha haha
Offer,Shawnus,I'd like a clay
Other,WoodnSheep,shouldn't have laughed..
Offer,Shawnus,I have a wheat?
Refusal,ztime,i just have wood
Other,WoodnSheep,I had wheat once...
Other,Shawnus,"Its a husky cross alsation, so its about as close to being a wolf as you get in London"
Other,ztime,i want a husky :(
Other,WoodnSheep,do they live in a flat?
Other,ztime,I've only just noticed the word 'victim' that describes choosing someone
Other,WoodnSheep,Always feel a bit sorry for pets who live in flats..
Offer,Shawnus,Clay anyone?
Other,Shawnus,"i live in a house with some people, the landlady has a dog. Right now cat sitting in a basement flat"
Refusal,WoodnSheep,i need clay..
Other,Shawnus,about time too!
Other,Shawnus,i just lost 4 cards..
Other,ztime,5 cards..
Other,ztime,sorry
Offer,ztime,anyone want a clean sheep?
Offer,Shawnus,I'm after wood
Other,WoodnSheep,hahahah
Refusal,ztime,no ta
Other,Shawnus,ok
Accept,ztime,ok
Other,WoodnSheep,thanks
Offer,ztime,Clay for me?
Refusal,Shawnus,sorry no can do
Other,Shawnus,oh...i'm on 2 forests.. no wonder i keep getting wood
Refusal,ztime,no clay
Offer,Shawnus,anyone after wood...
Refusal,ztime,defininetly not
Other,Shawnus,:-)
Offer,ztime,so no one wants wood right?
Refusal,WoodnSheep,na
Refusal,ztime,nah
Other,WoodnSheep,costly
Other,ztime,If people wanted wood I'd be in a better situation
Other,Shawnus,nice move
Other,ztime,sorry - keep forgetting to hit done
Other,ztime,7
Other,Shawnus,again...
Other,WoodnSheep,glad i got rid of some cards!
Offer,ztime,any clay?
Refusal,Shawnus,nope soz
Refusal,WoodnSheep,nope
Offer,Shawnus,any sheep? any sheep? any sheep?
Other,Shawnus,for?
Counteroffer,WoodnSheep,dont say wood..
Offer,ztime,woo... woo...
Other,Shawnus,l
"Refusal, Other",ztime,:P no thanks
Refusal,WoodnSheep,no ta
Offer,ztime,clay for me?
Other,WoodnSheep,for?
Offer,ztime,In return for wo*d?
"Refusal, Other",ztime,errr... no sorry
Counteroffer,Shawnus,anything else?
Other,WoodnSheep,why cant i make wooden settlements?
Refusal,WoodnSheep,I have nothing else
Offer,ztime,clay for wheat?
"Refusal, Other",Shawnus,no sorry
Refusal,ztime,i dont have any
Offer,WoodnSheep,ok anyone want a clay now?
"Refusal, Other",Shawnus,no thanks
Other,ztime,haha for?
Offer,Shawnus,I'm after sheep
Accept,ztime,ok
Other,ztime,ta
Offer,ztime,anyone want ore?
Offer,WoodnSheep,I'm after wood
"Refusal, Other",Shawnus,no thanks
Refusal,ztime,nope
Other,WoodnSheep,ok ok
Offer,ztime,I'd like some wheat?
Other,WoodnSheep,I'm noticing a trend... :-(
Offer,Shawnus,I have wood...
Refusal,ztime,me too
Other,WoodnSheep,yer you do...
Offer,ztime,clay?
Refusal,Shawnus,no can do..
Refusal,WoodnSheep,got none
Offer,ztime,no one has wheat?
Refusal,Shawnus,no
Refusal,WoodnSheep,nope
Other,ztime,sad times sad times
Other,Shawnus,time for a brew...
Other,Shawnus,k
Other,ztime,haha
Other,WoodnSheep,:-)
Other,ztime,I have 3 points!!
Other,WoodnSheep,nice..
Other,Shawnus,attack those closest to winning!
Other,ztime,maybe you two would like some privacy?? maybe you two would like some privacy??
Other,ztime,last time you won...
Other,ztime,I lost..
Other,WoodnSheep,by a long way..
Other,ztime,no danger of me winning here
Other,ztime,expect the unexpected..
Other,ztime,I'm a robot...
Other,WoodnSheep,part of the experiment..
Other,WoodnSheep,hehe
Offer,ztime,sheep for me?
Refusal,Shawnus,sorry
"Refusal, Other",WoodnSheep,nope sorry
Other,WoodnSheep,well that was epically stupid on the part of me/ my computer/ my internet
Other,Shawnus,that was not supposed to be a peice of road :(
Other,ztime,i think it's part of some brilliant show stealing tactic
Other,WoodnSheep,ctrl z
Other,ztime,oh really? that works
Other,Shawnus,naa dunno
Other,ztime,hahaha
Other,WoodnSheep,if only in life there was a ctrl z
Other,ztime,"ahh, I'm aiming to not do it again, but if there is i'll try that next time"
Offer,Shawnus,anyone want wood?
Refusal,WoodnSheep,nope
"Refusal, Other",ztime,no thanks
Other,ztime,ok ta ok ta
Other,ztime,I wonder if this thing has any secret keywords to enable cheat mode?
Other,ztime,jeff
Other,WoodnSheep,jefty jeff
Other,ztime,we haven't had to type time yet or whatever it is that extends the time
Other,ztime,addtime
Other,Shawnus,woops
Other,ztime,i remember playing this football by post game once...you sent tactics in and there was a chat sectio
Other,ztime,nice story.
Other,ztime,memories.. ahhh...
Offer,WoodnSheep,anyone want wood?
"Refusal, Other",Shawnus,no thanks
Other,Shawnus,if you type cash cash cash in the board gave you money
Other,ztime,didn't realise limited characters..
Other,WoodnSheep,haha
Other,ztime,I've been caught out a couple of times
"Offer, Other",ztime,err. anyone want ore?
Offer,Shawnus,I'm after wheat
"Refusal, Other",WoodnSheep,no thanks
Counteroffer,WoodnSheep,can you chuck in a peice of wood?
Counteroffer,ztime,as well that is
Accept,ztime,yer
Counteroffer,WoodnSheep,1 wood and 1 ore.. for a wheat..
Accept,Shawnus,cool
Other,WoodnSheep,it's got to that part of the game..
Other,WoodnSheep,how do I confirm?
Other,ztime,I can only see reject?
Other,Shawnus,err... that probably means you don't have the resources I was after
Counteroffer,ztime,do you have a sheep to trade?
Other,WoodnSheep,I was after wood
Other,ztime,I thought you wanted wheat?
Other,ztime,oopp wheat
Other,ztime,yer sorry..
Other,ztime,I was after wheat..
Other,Shawnus,I'll try again..
Other,ztime,hahaha
Other,Shawnus,that right?
Other,WoodnSheep,better
Other,ztime,:)
Other,Shawnus,great thanks..
Offer,ztime,anyone want to trade my lovely wood for some wheat?
Refusal,WoodnSheep,sorry
Refusal,WoodnSheep,sorry
Other,WoodnSheep,couldn't if I wanted to
Offer,ztime,I'd like some sheep?
Refusal,Shawnus,srry can't help
"Refusal, Other",WoodnSheep,nope sorry
Other,Shawnus,longest road much?
Other,ztime,ouch
Other,WoodnSheep,ta :-)
Offer,ztime,I'd like a wheat?
Other,WoodnSheep,for?
Offer,WoodnSheep,wood?
Offer,ztime,or maybe sheep?
Counteroffer,ztime,sheep
Accept,WoodnSheep,ok
Other,WoodnSheep,hmm so that development card could be a victory point
Other,ztime,thus putting ztime on 8...
Other,Shawnus,hmm...
Other,ztime,could be
Other,Shawnus,you're thinking out loud..
Other,Shawnus,not much i can do about it right now
Offer,ztime,anyone got a sheep to trade?
Other,Shawnus,for?
Offer,ztime,a wood or a clay?
"Refusal, Other",ztime,no sorry
Other,Shawnus,haven't had a 7 in ages...
Other,Shawnus,hahaha
Other,ztime,why isn't it autorolling...
Other,Shawnus,it was..
Other,ztime,"yeah, and now Wolfie is quiet and it isn't rolling.."
Other,ztime,oh no...
Other,ztime,hello wolfie?
Other,ztime,earth to wolf pack?
Other,Shawnus,email from her..
Other,ztime,urgh...this is annoying..
Other,ztime,oh hello?
Other,ztime,she left..
Other,ztime,just us 2 now...
Other,Shawnus,should we wait a bit...?
Other,Shawnus,yeah
Other,ztime,will make a brew
Other,ztime,me too.. back in 2 mins
Other,Shawnus,I'm back here..
Other,ztime,k
Other,ztime,ok
Other,Shawnus,seems we'll carry on..
Other,Shawnus,ok
Other,ztime,so let me add that to the screenshot figures...
Other,ztime,haha
Other,ztime,woops..
Offer,ztime,how would you like to have some of my clay?
Offer,Shawnus,for ore?
Other,ztime,hahaha
Offer,ztime,or wheat?
Other,Shawnus,look into my eyes.. not around.. etc
"Refusal, Other",ztime,i dont have enough sorry
Other,Shawnus,if only I was Derren Brown..
Other,ztime,damn
Other,ztime,thanks for the game...
Other,Shawnus,enjoy your brew!
Other,Shawnus,hahaha
Other,Shawnus,thanks
Other,ztime,see you later
Other,zorburt,yarp.. see you next time..
Other,catanstrophe,great!
Other,catanstrophe,ok so what do we do now?
Other,zorburt,who moves first i mean
Other,raefbrisbin,"oh, apparently it says raef has to build a settlement."
Other,Ghettoette,sorry
Other,raefbrisbin,i think click where you want a settlement
Other,zorburt,just figuring out the resources
Other,raefbrisbin,yeah that's cool.
Other,catanstrophe,?
Other,raefbrisbin,whose turn is it?
Other,zorburt,yours
Other,Ghettoette,i think ghettoette?
Other,Ghettoette,you have to press done when done
Other,catanstrophe,or i cant roll
Other,raefbrisbin,"wait it skipped me? I figured if it were my turn the ""roll"" button would be enabled"
Other,raefbrisbin,it's been your turn the whole time
Other,zorburt,it auto rolls
Other,catanstrophe,i think it said catanstrophe rolled an 8
Other,raefbrisbin,ok ok sorry
Other,catanstrophe,the arrow points to the player as well
Offer,raefbrisbin,anyone have brick?
Other,zorburt,"no worries, all figuring it out no worries, all figuring it out"
Refusal,catanstrophe,no brick.
Other,raefbrisbin,ahhh i see the arrow thanks
Refusal,catanstrophe,nope
Offer,raefbrisbin,anyone have ore?
Accept,zorburt,yup
Accept,raefbrisbin,i hav an ore
Accept,catanstrophe,4
Offer,raefbrisbin,will trade a sheep or wood or wheat
Counteroffer,zorburt,wood
Counteroffer,raefbrisbin,i'll take wood or wheat for an ore
Counteroffer,catanstrophe,for 2
"Counteroffer, Other",catanstrophe,ok will trade wood hold on let me figure this out
Other,catanstrophe,hmm
Counteroffer,zorburt,can you do 1 for 1?
Accept,raefbrisbin,i can!
Counteroffer,catanstrophe,i'll give 2 i'll give 2
Other,raefbrisbin,raef: give two ore for 1 what?
Counteroffer,catanstrophe,wood
Accept,catanstrophe,oksounds good
Other,raefbrisbin,ok did you get the trade?
Other,catanstrophe,ya
Other,catanstrophe,ok how does one buy something?
Other,zorburt,(sorry thisis taking a long time)
Other,Ghettoette,trade with bank i think
Other,zorburt,trade w/ bank/port button
Other,raefbrisbin,that's ok. we're still all figuring it out too
Other,catanstrophe,not buttons beside the buildings?
Other,catanstrophe,ok it worked ok it worked
Other,catanstrophe,do the trade with bank
Other,catanstrophe,and then right click on the settllement you want to upgrade to a city
Other,zorburt,goodthing we are doing this practice round
Offer,zorburt,trade a sheep or ore for a clay?
Offer,zorburt,anyone?
Offer,raefbrisbin,sorry not clay. wood.
Refusal,catanstrophe,nay
Refusal,raefbrisbin,no i am looking for clay as well no i am looking for clay as well
Other,zorburt,same old story :)
"Offer, Other",catanstrophe,"sorry, essentially i need wood. i mistyped."
Counteroffer,zorburt,ok i have one to trade for one clay
"Refusal, Other",catanstrophe,bah i need my clay. thanks tho
Offer,raefbrisbin,i am looking for grain. can trade sheep or wood
Refusal,zorburt,none
Refusal,catanstrophe,none.
Other,catanstrophe,hmm hmm
Offer,Ghettoette,does anyone have sheep? does anyone have sheep?
Counteroffer,zorburt,have sheep for ore or brick
Counteroffer,Ghettoette,i'll trade a sheep for brick.
Accept,catanstrophe,ok
Offer,catanstrophe,i can give one wood for one sheep?
Other,Ghettoette,sorry meant period
Other,zorburt,oops sorry i'm confused :)
"Accept, Other",zorburt,yeah i can do that. sorry i got cofused earlier with ghettoette.
Counteroffer,catanstrophe,catanstrophe: i can give you a sheep for your wood.
"Accept, Offer",zorburt,ok zorburt i will gie you one wood for one sheep
Accept,catanstrophe,excellent.
Other,zorburt,sent the trade
Other,raefbrisbin,done.
Other,catanstrophe,Once we all have the idea can we start the real one or are we playing this out entirely?
Other,zorburt,i am fine with going on to the real one
Other,zorburt,oh MAN.
Other,Ghettoette,yeah that's fine with me. yeah that's fine with me.
Other,zorburt,me too me too me too
Other,zorburt,esp cuz i just lost 5 cards haha
Other,raefbrisbin,wait i want to practice buildign something.
Other,zorburt,plus it will take hours :)
Other,raefbrisbin,oh i can't i dunno why.
Other,Ghettoette,I know for roads it will show on the map when you scroll over when you're capable of building
Other,zorburt,i just realized you click at the bottom in the green box- it shows what is available
Other,zorburt,yeah. yeah. just build a road.
Other,raefbrisbin,ok cool. ok cool. ok cool. if we're all good we can start a new game.
Other,Ghettoette,I'm good
Other,raefbrisbin,me too me too
Other,catanstrophe,k
Other,raefbrisbin,ok ok ok let's kill it
Other,raefbrisbin,good luck!
Other,zorburt,i hate you jade
Other,zorburt,i started the game last time so someoen else ewant to click start game?
Other,raefbrisbin,i'm going to eat you alive raef.
Other,raefbrisbin,yikes
Other,catanstrophe,rock mountain
Other,zorburt,this board is rough
Other,catanstrophe,yeah.
Other,raefbrisbin,that 9-5-10 that ghettoette took is by far the best spot
Other,Ghettoette,no doubt
Other,catanstrophe,here's hoping!
Other,catanstrophe,oh whoops i forgot i get to go twice
Other,raefbrisbin,darn.
Other,zorburt,"wow, ok"
Other,catanstrophe,i knew you had what i wanted :p
Offer,zorburt,anyone have wheat
Refusal,Ghettoette,no
Refusal,raefbrisbin,sorry
Refusal,catanstrophe,sorry
Offer,raefbrisbin,brick?
Refusal,Ghettoette,nope
Refusal,zorburt,nope
Refusal,zorburt,no
Offer,raefbrisbin,anyone have brick now?
Other,zorburt,"lol, how?"
Other,catanstrophe,i dunno. miracle? miracle?
Refusal,raefbrisbin,no 10s rolled
Offer,catanstrophe,looking to trade wheat for ore
Accept,catanstrophe,here
Accept,raefbrisbin,i can do it
Offer,catanstrophe,need 2 ore?
Counteroffer,raefbrisbin,i can give you ore
Other,catanstrophe,anything work?
Other,raefbrisbin,"oh wait, you want wheat?"
Offer,catanstrophe,want 2 ore
Counteroffer,catanstrophe,i can do 1 for 1
Counteroffer,catanstrophe,i give one ore for one wheat
Counteroffer,raefbrisbin,or i could do for 2-for-2
Other,catanstrophe,did anything show?
Other,catanstrophe,yep worked!
Other,raefbrisbin,nice trade
Other,zorburt,"wow, two 11's already, doesn't look good"
Other,zorburt,man why do i always roll the 7s!
Other,catanstrophe,yeah catanstrophe is the king of ore mountain.
Other,catanstrophe,wow that blew
Other,catanstrophe,not anymore! not anymore!
Other,zorburt,:)
Other,zorburt,oh MAN
Other,raefbrisbin,i mixed up the colours and just blocked myself!
Other,zorburt,nice work
Other,catanstrophe,this is terrible.
Other,catanstrophe,wow these 3's
Offer,raefbrisbin,raef - are you looking to trade some of that wheat?
Other,raefbrisbin,gone
Other,raefbrisbin,oh shit
Other,catanstrophe,again
Other,raefbrisbin,?
Other,raefbrisbin,didn't realize another 3 was rolled didn't realize another 3 was rolled
Refusal,catanstrophe,I'm ok right now
Offer,raefbrisbin,i can give an ore or a wood
Refusal,catanstrophe,evryone needs clay evryone needs clay
Other,raefbrisbin,ok
Other,Ghettoette,ouch
Other,raefbrisbin,sorry!
Other,Ghettoette,robber and monopoly
Offer,zorburt,anyone have ore to trade me for wheat or sheep?
Refusal,catanstrophe,no
Counteroffer,raefbrisbin,i'll give one ore for 2 wheat
Other,Ghettoette,haha
Accept,catanstrophe,ok
Accept,raefbrisbin,ok sounds good
Other,zorburt,wow
Other,zorburt,bloody hell.
Other,Ghettoette,i can't believe i blocked myself and i could have gotten a brick.
Offer,zorburt,anyone want to give me brick or wood?
Counteroffer,catanstrophe,i can give you a wood.
Other,zorburt,wow ou have 14 cards!
Counteroffer,Ghettoette,for a wheat?
Accept,zorburt,ok
Counteroffer,Ghettoette,2 wheats? 2 wheats?
Refusal,zorburt,can't do
Other,raefbrisbin,ok.
Other,catanstrophe,little board makes this pretty lopsided
"Offer, Other",Ghettoette,"ok prob know the answer to this, but does anyone have any brick?"
Refusal,zorburt,nope
Refusal,zorburt,no
Other,zorburt,that's not as many ores as i thought were out there.
Offer,raefbrisbin,does anyone want to give me a wood?
Accept,catanstrophe,sure
Counteroffer,zorburt,for brick?
Refusal,zorburt,i don't have any brick.
Offer,catanstrophe,ok raef. i can give you an ore or a sheep. i can give you an ore or a sheep.
"Refusal, Other",raefbrisbin,ok i can't trade this time around then
Counteroffer,zorburt,ore
Accept,raefbrisbin,OK
Offer,Ghettoette,wood for sheep?
Accept,Ghettoette,sure
Other,raefbrisbin,oh you want wood? oh you want wood?
Offer,Ghettoette,want 1-2 sheep
Counteroffer,zorburt,will do 1 sheep for 1 wood
Offer,zorburt,i'd like a wheat.
Offer,raefbrisbin,i can trade sheep or wood?
Refusal,catanstrophe,none
Refusal,Ghettoette,cant' do
Refusal,raefbrisbin,nope
Other,Ghettoette,sucks to have numbers never rolled
Other,raefbrisbin,haha darn you people
Other,Ghettoette,worst game ever
Offer,zorburt,anyone want to give me a wood for a wheat?
Accept,zorburt,ok
Accept,Ghettoette,i will
Accept,raefbrisbin,ok
Other,zorburt,4 has never been rolled
Other,raefbrisbin,yeah. nor 2s.
Other,Ghettoette,incredibly different odds incredibly different odds
Other,catanstrophe,better get rid of some ore
Offer,catanstrophe,anyone have  sheep? i can give wheat
Offer,catanstrophe,or clay
Offer,zorburt,i am looking for sheep or clay i am looking for sheep or clay
Refusal,Ghettoette,no
Refusal,Ghettoette,nope
Other,catanstrophe,aaahhh
Other,raefbrisbin,oh man that is a lot of sheep down there
Other,catanstrophe,last chance at rolling the first 4
Other,raefbrisbin,why last chance?
Other,catanstrophe,game is over
Other,raefbrisbin,"wait, why"
Other,catanstrophe,you won't get a point?
Other,raefbrisbin,i thought catan ended when someone got 10pts
Other,catanstrophe,you have 9
Other,catanstrophe,ohhh
Other,catanstrophe,god i a out of it
Other,catanstrophe,sorry
Other,catanstrophe,no i am not winning any time soon
Other,zorburt,"actually, wait sorry i guess i can"
Other,Ghettoette,LOL
Other,zorburt,good game everyone!
Other,raefbrisbin,good times.
Other,zorburt,gg
Other,catanstrophe,that was fun. we'll have to organize for another game.
Other,catanstrophe,yeah def
Other,raefbrisbin,i will try to be less out of it
Other,catanstrophe,odds that people remember? 50/50
Other,raefbrisbin,hahah
Other,raefbrisbin,?
Other,zorburt,what happens if you disconnect?
Other,gramos,not sure
Other,gramos,"I dunno, we probably all just wait for you to finish your turn"
Other,catanstrophe,"I.e., the game stays ""in progress"" until you log-in again with the same credentials"
Other,catanstrophe,ouch
Other,raefbrisbin,brutal cutoff by blue
Other,catanstrophe,"ya, I didn't like my last pick"
Other,gramos,this board isnt great
Other,gramos,at least the desert's in the corner
Other,raefbrisbin,"oh, I have to click Done. Sorry"
Offer,gramos,anyone have an ore?
Refusal,zorburt,no not yet
"Refusal, Other",catanstrophe,not for trading sorry
Offer,raefbrisbin,anyone have wood?
Refusal,zorburt,nope
Accept,catanstrophe,yeah
Offer,zorburt,i'll give a wheat
Counteroffer,zorburt,i need brick though.
Other,catanstrophe,hm.
Other,catanstrophe,hmm
Offer,catanstrophe,could you throw in a sheep with the wood?
Offer,zorburt,i'll give you the brick
Accept,raefbrisbin,yeah ok.
Other,catanstrophe,I'll do brick ore late
Other,catanstrophe,cool
Other,zorburt,thanks thanks
Other,gramos,np
Other,zorburt,oh here we go
Other,raefbrisbin,oh damnit. i didn't realize you stole from me.
Offer,gramos,"anyone to trade an ore, got everything"
Counteroffer,raefbrisbin,I'll trade ore for wheat
Counteroffer,zorburt,brick?
Accept,catanstrophe,i'll trade for brick i'll trade for brick
Counteroffer,raefbrisbin,"i have an ore, want brick"
Other,zorburt,which person? anyone throw in a random?
Counteroffer,catanstrophe,i don't have anything else to offer but an ore
Other,catanstrophe,ohh
Other,raefbrisbin,"whoops, my bad"
Other,gramos,holy crap just realized the crazy road
Offer,raefbrisbin,"Ok, anyone willing to part with a wheat? I can offer brick or sheep."
"Refusal, Other",zorburt,can't sorry
Refusal,catanstrophe,no
Refusal,raefbrisbin,no
Offer,catanstrophe,offering 1-2 ore for a wood
Accept,catanstrophe,ok i'll do it
Counteroffer,raefbrisbin,"i;ll take 2 ore, and give one wood"
"Accept, Other",gramos,going... anyone else anyone else
"Refusal, Other",raefbrisbin,"no, I""ll pass. tempting, though."
"Accept, Other",raefbrisbin,? sold
Other,zorburt,"lol, 12 brick, nice"
Offer,raefbrisbin,does anyone want to give me a wheat and i give them an ore?
Refusal,gramos,0 resources
Refusal,catanstrophe,Not I.
Refusal,gramos,cant
Offer,raefbrisbin,"SO, I need wheat. Is there anything someone would want?"
Refusal,gramos,none
Other,catanstrophe,"What is it, 4:1 with the bank? I forget?"
Other,catanstrophe,"i hate it when high prob numbers don't come up like they should (ie 6, 5)"
Other,zorburt,yeah 4 for 1
Other,gramos,yeah and 10. 11s have been rolled a few times again.
Other,zorburt,more roads.
Offer,gramos,does anyone want to give me a wheat? i have wood ore and sheep to give.
Refusal,zorburt,I am starving for wheat here myself.
Other,catanstrophe,yeah
Offer,catanstrophe,does anyone have ore?
Offer,raefbrisbin,or brick?
"Refusal, Other",gramos,"gotta hold off, you're kinda set up"
"Refusal, Other",gramos,"no, I have only 1 of 1"
Other,catanstrophe,of them
"Counteroffer, Other",gramos,yeah ia m looking for either
Counteroffer,catanstrophe,I guess I might trade for sheep
"Accept, Offer",gramos,ok i will give a sheep for an ore? i will give a sheep for an ore?
Counteroffer,catanstrophe,I'll give you 1 ore for a sheep
Accept,gramos,sounds good
Accept,raefbrisbin,ok
Other,raefbrisbin,... ...
Offer,raefbrisbin,anyone selling ore?
Offer,zorburt,2 sheep?
Refusal,gramos,no
Refusal,catanstrophe,not me
Refusal,zorburt,dont have any
Offer,gramos,no brick/clay on the board eh? to trade?
Refusal,raefbrisbin,"no, it's all in the ground lining my road"
Counteroffer,zorburt,only for ore
Counteroffer,raefbrisbin,as in i give you an ore?
Counteroffer,zorburt,needed 2
"Counteroffer, Refusal",raefbrisbin,i don't have 2 ores to give you. i can give you an ore and a sheep.
Accept,catanstrophe,ok
Offer,zorburt,anyone have clay
Other,gramos,lol
Other,raefbrisbin,Isn't this the second time you've rolled a 12?!
Refusal,catanstrophe,nope
Other,gramos,yeah!
"Refusal, Other",catanstrophe,"no clay for you, sorry."
Other,catanstrophe,np
Other,catanstrophe,no problem
Offer,raefbrisbin,or ore?
Other,gramos,fing robber fing robber
Other,catanstrophe,srsly
Other,gramos,yeah seriously yeah seriously
Offer,gramos,I can give you wood if you have basically ANYTHING else to give me
Offer,zorburt,"1 wood, that is"
Accept,catanstrophe,i'll do that.
Counteroffer,zorburt,i can give a wheat
Counteroffer,raefbrisbin,i'll give you a sheep
Counteroffer,gramos,wheat
Other,raefbrisbin,suddenly the market is flush with wheat suddenly the market is flush with wheat
Other,gramos,yup
Other,raefbrisbin,zorburt's sheep is the winner! zorburt's sheep is the winner! zorburt's sheep is the winner!
Other,zorburt,>
Other,catanstrophe,?
Other,zorburt,wait something ewird happened
Other,catanstrophe,you're asking catanstrope to confirm the trade...
Other,catanstrophe,i am getting a trade for sheep
Other,gramos,"i rejected it, maybe it will reset"
Other,zorburt,"RIght, RIght, first time I'm trading with this client first time I'm trading with this client"
Other,gramos,yay sheep wins!
Other,gramos,:)
Other,catanstrophe,how the heck do I point the trade to zorburt?
Other,raefbrisbin,there is a little check box
Other,zorburt,you click the person
Other,catanstrophe,cilick on the red box
Other,gramos,with three colors
Other,catanstrophe,well look at that... well look at that... well look at that...
Other,catanstrophe,yeah its not immediately obvious
Other,zorburt,wow 12 has come up more times than 6
Other,gramos,raef gets 4 ores?!?!
Other,raefbrisbin,raef gets 4 ore! woo-hoo!
Other,raefbrisbin,so I can use my port... so I can use my port...
Other,gramos,oh wait
Other,zorburt,har
Other,raefbrisbin,your wood port!?
Other,raefbrisbin,roll a damn 8
Other,raefbrisbin,7
Other,gramos,random
Other,zorburt,"could you discard in THIS direction, please?"
Other,zorburt,lol
Other,zorburt,that's a good spot. that's a good spot.
Other,raefbrisbin,frig 4 ores for you again! motherf-er
Other,raefbrisbin,"i guess, sort of too late sort of too late"
Other,raefbrisbin,again
Other,catanstrophe,not sure why that is a good move
Offer,gramos,gramos - are you willing to trade out that brick?
Other,gramos,this is why we no longer play games with dice
"Accept, Other",zorburt,"yeah, sure. I have lotso brick"
Other,catanstrophe,wait did catanstrophe move the robber? i missed that...
Offer,gramos,i can give a wheat i can give a wheat
"Counteroffer, Accept",catanstrophe,"ok, brick for wheat. Deal."
Accept,raefbrisbin,ok
Other,raefbrisbin,twice just on my ore
Other,gramos,and it's least valuable resource
Other,zorburt,"well, yeah, ore's worthless unless you need some."
Other,raefbrisbin,"yeah but you get 4 each time it gets rolled, but you get 4 each time it gets rolled, and that's essentially getting 1 free resource."
Other,gramos,and I'm the leader?
Offer,zorburt,I can give brick to someone who will part with wood...
Offer,catanstrophe,i have sheep and wheat to trade for brick or wood. any takers?
